,sqm_price,building_floors_num,rooms_num,lat,long,build_year,price,sqm,floor_no,word_parking,word_balcony,word_basement,building_type,word_elevator
50,10587.5,6,3,52.13859193576007,21.041489901430783,2004,847000.0,80.0,3,1,1,0,block,0
51,15027.777777777776,4,1,52.23827047466435,21.028954010501483,2009,541000.0,36.0,1,0,0,0,apartment,0
52,7756.653992395437,4,4,52.25652113795895,20.92636914674016,1994,612000.0,78.9,0,0,1,1,block,0
53,16000.0,5,2,52.25309977828644,20.98940130961768,2008,960000.0,60.0,1,0,1,0,apartment,0
54,8435.087719298246,9,4,52.20831944827289,20.96536137401638,1980,601000.0,71.25,1,0,0,1,block,1
55,8207.171314741036,7,2,52.18454975571406,20.868777504512515,2004,412000.0,50.2,3,0,0,0,block,0
56,14163.31711444891,4,3,52.21601885903951,20.98751253719435,1926,1339000.0,94.54,4,0,0,1,tenement,1
57,13630.904723779024,3,2,52.25196996520109,21.00557848070305,1952,681000.0,49.96,3,0,0,0,tenement,0
58,14430.379746835442,3,3,52.14772201879873,21.049424348699706,2003,1140000.0,79.0,2,0,0,1,block,0
59,13886.883273164862,8,2,52.176328294725565,20.998945458484485,2016,577000.0,41.55,3,0,1,0,block,1
60,8556.338028169015,3,3,52.36039277194331,21.03748795968229,2016,486000.0,56.8,3,0,1,0,block,0
61,12817.857142857143,3,1,52.23670001523587,20.94131118937675,1966,358900.0,28.0,3,0,0,1,block,0
62,11044.444444444443,4,2,52.30286437233154,20.93235818509362,2002,497000.0,45.0,3,0,1,0,block,1
63,11925.0,7,1,52.20295859635529,20.969104225576327,2012,477000.0,40.0,4,0,0,0,apartment,0
64,12311.111111111111,3,2,52.16452760557242,20.993037801056843,2021,554000.0,45.0,2,0,1,0,apartment,1
65,9761.90476190476,10,2,52.269794591051394,20.946020706308587,1968,410000.0,42.0,1,1,1,1,block,1
66,13882.644628099171,8,2,52.199372929305135,20.96516520257351,2010,839900.0,60.5,4,0,1,1,,0
67,11643.556280587276,3,2,52.29509259480312,21.05507738130031,2007,571000.0,49.04,2,0,1,1,block,1
68,15918.918918918918,10,3,52.23180903485152,21.016196962561587,1965,1178000.0,74.0,1,1,1,1,block,1
69,12189.963468563736,4,2,52.25044115663276,20.894090165381893,2012,634000.0,52.01,3,0,0,0,block,1
70,13262.491059568814,5,3,52.21130201580712,20.97589842809637,1932,1298000.0,97.87,1,0,1,0,tenement,1
71,13000.0,10,2,52.2318076968401,21.071682403292083,1990,598000.0,46.0,5,0,1,0,block,0
72,7959.183673469388,2,3,52.23286090067664,21.16656836122189,1971,390000.0,49.0,0,0,1,1,block,0
73,13853.84432278029,8,2,52.22452668142617,20.97155067114677,2018,582000.0,42.01,7,0,1,0,apartment,0
74,9960.714285714286,2,2,52.24570493596976,20.90481220982453,1956,557800.0,56.0,2,0,0,0,tenement,0
75,9024.624580842688,9,3,52.22131089194465,20.91857630285828,1985,618999.0,68.59,6,0,0,1,block,1
76,9547.41379310345,10,2,52.30025792903768,21.04824848298878,1977,443000.0,46.4,3,0,0,1,,1
77,8941.176470588236,10,3,52.16100212923177,21.0325175097046,1975,608000.0,68.0,6,0,1,0,,0
78,9836.734693877552,11,3,52.2414938508678,20.910974292312314,1977,482000.0,49.0,3,0,1,0,block,0
79,8203.88349514563,12,4,52.240896796489565,20.91080277412781,1975,676000.0,82.4,2,0,0,0,block,1
80,9886.48188440072,10,4,52.18895059579597,21.04513831972402,2007,1045100.0,105.71,9,0,1,0,apartment,0
81,7325.2279635258365,3,2,52.27907344606526,21.06226015611184,2001,482000.0,65.8,3,0,1,0,apartment,0
82,7537.931034482759,4,4,52.2448539481996,21.01870451508469,1937,1093000.0,145.0,3,0,0,0,tenement,0
83,10575.657894736843,10,2,52.24035930704965,20.98052517863353,2005,643000.0,60.8,7,1,1,0,block,1
84,14271.496815286624,6,2,52.24330577500032,20.99649504322112,1955,717000.0,50.24,1,0,0,0,tenement,0
85,9630.843674393194,3,4,52.23480919526192,21.018217941913687,1952,1234000.0,128.13,3,0,0,0,tenement,1
86,8176.100628930818,10,4,52.14029041665797,21.05369425118012,1987,910000.0,111.3,10,0,1,1,block,1
87,11140.446976336549,6,4,52.23384773219877,21.080716754210936,2022,1016900.0,91.28,3,0,1,1,apartment,0
88,9794.117647058823,11,3,52.15829785439866,21.025519452181708,1980,666000.0,68.0,10,0,1,1,block,0
89,9479.591836734691,4,3,52.13095709721188,21.05867607901328,1998,929000.0,98.0,4,0,1,0,,1
90,11570.247933884297,4,4,52.15108565892725,21.06009597578044,2002,980000.0,84.7,1,1,0,0,,0
91,11049.50495049505,8,2,52.13894502153017,21.039315414147552,1999,558000.0,50.5,1,0,1,0,,0
92,8227.477037326558,7,3,52.31116810783767,21.061761035388127,2005,421000.0,51.17,7,0,1,0,block,0
93,8825.396825396825,4,3,52.22910886024695,20.913075712432747,1995,556000.0,63.0,2,0,1,1,block,0
94,12708.333333333334,15,3,52.237104703057774,21.0006637744913,1969,610000.0,48.0,5,1,1,1,block,0
95,10459.062943681967,5,3,52.216422298418,20.90125534472385,2015,663000.0,63.39,4,1,1,0,apartment,0
96,8086.303939962477,4,3,52.18034951746073,21.04781705612348,1974,431000.0,53.3,4,0,0,1,block,0
97,20066.97259084708,2,3,52.28232012720037,20.95420812174777,1938,1618000.0,80.63,0,0,1,1,tenement,0
98,11106.756756756757,3,4,52.14226141879193,21.04138180127838,1980,821900.0,74.0,2,0,1,1,block,0
99,13509.206798866857,11,3,52.27093080599218,20.955545402317824,2013,763000.0,56.48,7,1,0,0,apartment,0
100,10739.583333333334,10,3,52.20275730621102,21.0333461114096,1971,515500.0,48.0,3,0,1,1,block,1
101,7160.377358490566,4,5,52.2430753794303,20.919245566987627,1994,759000.0,106.0,2,0,0,1,block,0
102,11070.038910505837,4,4,52.25188768584415,21.00171786425681,1979,1138000.0,102.8,1,0,1,0,block,0
103,11870.835468990264,2,4,52.17833788399224,21.10767946427556,2015,1158000.0,97.55,1,0,1,1,apartment,0
104,12500.0,10,2,52.17804651960743,21.04872290681267,1978,387500.0,31.0,2,0,1,1,block,1
105,9957.446808510638,5,2,52.27338140781087,21.055872651625684,1980,468000.0,47.0,2,0,1,1,block,0
106,11195.652173913044,9,3,52.246481756461904,20.98579406247669,1960,515000.0,46.0,9,0,1,1,block,0
107,15796.296296296296,5,2,52.22686503257504,21.0128129398627,1949,853000.0,54.0,3,1,1,0,tenement,1
108,8699.378615813155,7,2,52.15893866358731,21.20259051694465,2019,406000.0,46.67,4,0,1,0,apartment,1
109,5427.927927927928,3,3,52.197589367116855,20.89711840008219,1954,482000.0,88.8,3,0,0,0,block,0
110,12472.727272727272,10,1,52.17265683502028,21.01125583755471,1972,343000.0,27.5,3,0,1,1,block,1
111,9776.0,10,3,52.22720412357849,21.09002145076533,1990,611000.0,62.5,7,0,0,1,block,0
112,12710.526315789471,4,2,52.22920703895648,21.03897439190487,1973,483000.0,38.0,4,0,1,1,block,1
113,11331.858407079646,6,2,52.19358385020002,21.044835960065225,2022,512200.0,45.2,4,0,1,0,,1
114,20733.33333333333,3,2,52.237697825423886,21.02801013677448,1945,622000.0,30.0,3,0,0,0,tenement,0
115,15133.155792276964,2,4,52.1847225176959,21.04059783989877,2020,1704750.0,112.65,1,0,1,0,apartment,1
116,11567.328918322297,7,2,52.20720647019712,20.974553446002165,1968,524000.0,45.3,0,1,0,1,block,0
117,9539.823008849558,9,3,52.26196185080924,20.96265942072231,1969,539000.0,56.5,9,0,1,1,block,1
118,16939.75903614458,8,4,52.22365113324333,20.9384336530244,2020,1406000.0,83.0,8,0,1,1,block,0
119,13685.185185185184,6,2,52.198864922920215,21.016880858377764,2008,739000.0,54.0,2,1,1,0,apartment,0
120,12040.816326530612,10,3,52.24166809997145,20.99509958359124,1968,590000.0,49.0,0,0,0,1,block,1
121,9946.42857142857,10,4,52.18864245974239,21.05611865158845,2003,1114000.0,112.0,9,0,0,0,,1
122,9614.035087719298,9,3,52.26065142525088,20.96106940870033,1970,548000.0,57.0,9,0,1,1,block,0
123,9740.680713128038,3,3,52.193332015484366,21.051291786104947,1989,601000.0,61.7,3,1,0,0,block,1
124,10190.47619047619,3,4,52.15927729896309,21.03656059644451,1981,856000.0,84.0,3,0,1,0,block,0
125,10621.621621621622,4,2,52.238896847366185,21.1442473828567,1969,393000.0,37.0,4,0,1,1,block,1
126,11238.273921200753,3,3,52.2362167372621,20.9419125633616,1963,599000.0,53.3,0,0,0,1,block,0
127,10233.333333333334,10,1,52.28344011678143,21.028859003119955,1971,307000.0,30.0,9,0,1,0,block,0
128,7104.166666666667,5,2,52.30737292758725,20.98805705746184,2018,341000.0,48.0,4,1,0,1,block,1
129,10842.105263157897,4,1,52.20327101488099,20.897984518843213,2016,412000.0,38.0,3,0,1,1,apartment,0
130,7417.910447761194,7,2,52.18224835693437,20.8686641822313,1999,497000.0,67.0,2,0,1,0,block,0
131,10072.727272727272,10,3,52.28007900724523,20.936684260183565,1980,554000.0,55.0,6,0,1,1,block,1
132,8100.0,4,2,52.15311563453238,21.02131210330153,1979,648000.0,80.0,3,1,1,1,apartment,0
133,8674.193548387097,12,3,52.24083354058554,21.08370147170342,1982,537800.0,62.0,8,0,1,0,block,1
134,11528.822055137844,7,2,52.17410781737566,21.053648628935417,2008,598000.0,51.87,7,1,1,0,block,1
135,13913.793103448275,3,3,52.24151681909055,20.98561150607214,1958,807000.0,58.0,2,0,0,1,tenement,0
136,8553.191489361701,10,3,52.2889004596714,21.0356679341794,1974,402000.0,47.0,9,0,0,1,block,1
137,10000.0,10,4,52.20666900397973,21.04832624904741,1969,650000.0,65.0,8,1,1,1,block,1
138,9158.73015873016,3,3,52.1941376371456,20.88294938730613,1959,577000.0,63.0,2,0,0,1,block,0
139,9382.022471910112,7,4,52.19185576275965,20.903906264357108,2008,835000.0,89.0,5,1,1,1,block,1
140,10066.666666666666,3,3,52.32866726394137,21.00678213325292,2016,755000.0,75.0,2,1,1,0,block,0
141,14945.35519125683,5,2,52.21319852554196,21.05961548119816,2019,547000.0,36.6,3,1,1,1,apartment,1
142,10858.97435897436,5,6,52.24424159293286,20.96646031752682,1998,1694000.0,156.0,4,0,0,1,block,1
143,11207.815275310835,10,3,52.18354848425211,21.00850466558884,1972,631000.0,56.3,10,0,1,1,block,0
144,21862.689926842995,6,2,52.23598925388296,20.991664728062663,2017,777000.0,35.54,2,0,0,0,,0
145,8058.823529411765,5,4,52.31049523535231,21.00468400318053,2021,685000.0,85.0,5,0,1,0,,0
146,21090.30837004405,6,2,52.23618710602133,20.991911259571825,2020,766000.0,36.32,2,0,0,0,,0
147,10263.157894736842,10,3,52.22271527844743,20.987500943252297,1973,585000.0,57.0,0,0,1,1,block,0
148,11272.4112961622,10,2,52.24180793936388,20.974961912444986,1967,467016.0,41.43,8,0,1,0,block,1
149,19219.51219512195,6,1,52.23393017578452,21.01819841803879,1910,788000.0,41.0,6,0,0,0,tenement,0
150,13364.864864864863,4,2,52.23322664416609,21.01971743857252,1966,494500.0,37.0,4,0,1,1,block,1
151,12794.512376975845,7,3,52.17551028271421,20.99868508202027,2019,858000.0,67.06,4,1,1,0,apartment,0
152,12245.098039215687,3,3,52.15529127934405,21.111137073223603,2006,1249000.0,102.0,1,0,1,1,apartment,1
153,12582.926829268292,10,2,52.27062111795,20.984724725151725,1972,515900.0,41.0,4,0,1,1,block,0
154,8740.74074074074,10,3,52.27382326308951,21.058510162914608,1978,472000.0,54.0,3,1,1,1,block,0
155,13688.362919132149,4,2,52.20149919442507,21.043369238498027,1955,694000.0,50.7,3,0,0,1,tenement,1
156,11395.713538944068,10,2,52.236578822011744,20.946516294832666,1966,436000.0,38.26,2,0,0,1,block,0
157,11073.170731707318,7,2,52.17444053333896,20.9893104374402,2017,454000.0,41.0,6,0,1,0,block,0
158,11578.947368421052,3,3,52.24508041242688,20.95726395378291,1955,660000.0,57.0,3,0,1,0,block,0
159,11872.340425531916,3,2,52.21933580072314,21.224203974118144,2016,558000.0,47.0,0,0,0,0,block,0
160,9710.526315789471,3,1,52.23693663784406,21.008789094472284,2010,369000.0,38.0,1,0,1,0,,0
161,10459.45945945946,7,2,52.260334204905696,20.96923892036572,1970,387000.0,37.0,3,0,1,1,block,0
162,9875.0,10,3,52.18154831358512,20.990356966353744,1977,632000.0,64.0,10,0,0,1,block,0
163,10063.492063492064,3,3,52.24555619298149,20.95264010032477,1947,634000.0,63.0,2,0,0,1,tenement,0
164,12918.367346938776,6,4,52.14581079829989,21.056666830558395,2014,1266000.0,98.0,1,1,1,0,block,1
165,10345.744680851063,3,2,52.23916425884125,20.945885870382128,1960,389000.0,37.6,1,0,0,1,block,0
166,11654.929577464787,11,2,52.28068011697831,20.985553621248595,2007,662000.0,56.8,9,0,1,0,apartment,1
167,7909.48275862069,10,2,52.28266007815841,21.06516243295986,1972,367000.0,46.4,7,0,0,0,block,0
168,15482.538940809967,7,3,52.229660466206745,20.99210196268356,2010,993979.0,64.2,4,1,1,0,apartment,0
169,12100.0,4,1,52.240343376611634,20.968289688700825,1957,459800.0,38.0,1,0,0,1,block,0
170,11812.88000992679,3,4,52.20766759134644,20.938344054461407,2019,952000.0,80.59,0,1,0,0,apartment,0
171,8537.63440860215,4,3,52.29514657421197,21.0331615359723,1969,397000.0,46.5,2,0,1,1,block,0
172,11543.20987654321,4,3,52.24199014429694,21.084714499630863,1937,935000.0,81.0,4,0,0,0,tenement,0
173,13371.824480369516,2,2,52.24021792983476,21.083024516836087,1947,579000.0,43.3,0,0,0,0,tenement,0
174,10500.0,4,2,52.23717804849733,20.94750829864306,1963,399000.0,38.0,1,0,1,0,block,0
175,12862.453531598512,7,3,52.17311298320771,20.99224859917416,2016,865000.0,67.25,5,0,1,0,block,0
176,12401.486988847584,7,3,52.19028190552196,21.00987995520297,2017,834000.0,67.25,3,0,1,0,block,0
177,12502.097667393857,6,2,52.2336770820034,21.031733229407475,1933,745000.0,59.59,5,0,0,1,tenement,1
178,10500.0,4,2,52.15204356826962,21.02940652712696,1980,441000.0,42.0,4,1,0,0,block,0
179,8968.477134823148,8,3,52.22475658243266,20.904257657789547,1983,606000.0,67.57,0,0,1,1,block,0
180,11696.7722830915,5,1,52.25945570643304,21.03954466702774,2020,395000.0,33.77,1,0,1,0,infill,0
181,12416.35687732342,7,3,52.18815678730165,21.00729468925677,2018,835000.0,67.25,4,0,1,0,block,0
182,9552.631578947368,10,2,52.25504606154031,21.05017067710228,1973,363000.0,38.0,8,0,1,1,block,1
183,8201.058201058202,3,3,52.1386968649254,21.014110036714865,1998,620000.0,75.6,2,1,1,0,block,1
184,12802.973977695166,7,3,52.19025868455505,21.010724703785808,2015,861000.0,67.25,2,0,1,0,block,0
185,11214.285714285714,8,2,52.26813808611296,21.046193905375706,2018,628000.0,56.0,5,1,0,1,block,0
186,11177.304964539007,4,3,52.22995201745618,20.888186655158265,2014,788000.0,70.5,3,0,1,1,block,0
187,10551.020408163266,3,2,52.27419803008787,20.962571040139093,1950,517000.0,49.0,2,0,0,0,tenement,0
188,7306.273062730627,5,6,52.15665012558338,21.054299058160865,1998,1188000.0,162.6,4,0,0,1,block,1
189,19454.545454545456,4,3,52.234074655731405,21.01599722245201,1932,1498000.0,77.0,3,0,0,1,tenement,1
190,10532.302092811648,8,3,52.20413463773876,20.97264992350853,1963,463000.0,43.96,4,0,0,1,block,1
191,9692.307692307691,4,2,52.246253488834775,21.085181642807296,1984,504000.0,52.0,0,0,1,0,block,0
192,7722.222222222223,3,3,52.31638450082961,21.060049432883144,2004,417000.0,54.0,0,0,1,0,block,0
193,8614.583333333334,2,4,52.16605669387271,21.10855086593021,2007,827000.0,96.0,2,1,1,1,,0
194,9793.814432989691,4,3,52.1936949520847,20.962033236855053,1969,475000.0,48.5,3,0,1,1,block,1
195,8944.444444444445,8,2,52.22426453973896,21.093794134021472,1983,483000.0,54.0,8,0,1,1,block,0
196,6915.887850467289,4,2,52.326750889243485,20.93634250060113,1996,370000.0,53.5,0,1,0,0,block,0
197,7531.791248860528,2,2,52.3247439398054,21.0688825508916,2017,330495.0,43.88,0,1,0,0,,0
198,10620.0,5,2,52.23684423286599,21.00840342011617,1935,531000.0,50.0,5,0,0,1,tenement,1
199,10885.668276972625,5,2,52.243438472394224,20.898069388952536,2006,676000.0,62.1,1,0,1,0,apartment,1
200,21071.42857142857,2,4,52.19656852864026,21.017470365207952,1935,2950000.0,140.0,0,0,1,0,tenement,0
201,8945.36213468869,7,3,52.187835435523695,20.89810898947448,2010,704000.0,78.7,0,1,1,1,block,1
202,9377.442042198489,4,1,52.20738146739471,20.894076891199298,2014,360000.0,38.39,3,0,1,1,block,1
203,18247.222222222223,7,3,52.22577695907815,20.97794895528766,2010,1313800.0,72.0,3,1,0,1,apartment,0
204,12081.447963800903,4,2,52.24711788292518,21.07043946676598,2013,534000.0,44.2,4,1,1,0,apartment,0
205,11328.976034858388,4,2,52.18157608041293,20.98937021804461,2022,520000.0,45.9,2,0,1,0,block,0
206,10391.304347826086,8,2,52.23657448604902,21.00853972559529,1982,478000.0,46.0,1,0,1,1,block,1
207,13250.0,7,2,52.13828851474972,21.028865868931177,1997,636000.0,48.0,1,0,1,0,block,0
208,11542.857142857143,6,2,52.16024214648211,21.032574995429336,2002,606000.0,52.5,4,0,1,1,block,0
209,11418.229680816055,7,3,52.22407438316716,20.93852473258719,2015,694000.0,60.78,5,0,0,0,,1
210,14590.90909090909,8,2,52.22351632601114,20.94167714976595,2020,642000.0,44.0,5,0,0,0,apartment,0
211,11494.863620262133,3,2,52.19769499576356,21.017111941719826,1951,649000.0,56.46,1,0,1,0,tenement,0
212,14061.53846153846,8,3,52.22291917127406,20.93970195000456,2018,914000.0,65.0,2,0,0,1,apartment,0
213,13636.363636363638,9,1,52.249673182264765,20.983416356548325,1959,360000.0,26.4,1,0,0,1,,0
214,9461.780704265677,6,3,52.22773074071743,20.93567373272071,2016,661000.0,69.86,0,0,0,0,block,0
215,11078.947368421052,4,2,52.198158104051245,20.98021476545467,1968,421000.0,38.0,3,0,1,1,,0
216,14560.185185185184,10,2,52.16958760616604,21.02809589018593,2021,629000.0,43.2,1,0,0,1,,1
217,11725.0,5,2,52.2378429028016,20.977859290704515,1953,469000.0,40.0,2,0,0,1,block,1
218,18314.81481481481,6,2,52.22735272746392,20.98038079649781,2015,989000.0,54.0,2,0,0,0,apartment,0
219,11241.935483870968,7,1,52.20488247984688,20.88056447374609,2021,348500.0,31.0,3,0,1,0,block,0
220,14774.133663366336,8,3,52.1987367403286,21.018033240347908,2018,955000.0,64.64,5,0,1,0,apartment,0
221,11455.360782715044,4,2,52.232383745177785,20.95460627879813,1967,562000.0,49.06,4,0,0,1,,0
222,10467.479674796748,7,2,52.19435709226947,20.884323474946488,2023,515000.0,49.2,3,0,0,0,block,0
223,11710.526315789471,7,2,52.19444080395377,20.88473888810245,2022,445000.0,38.0,6,0,0,0,apartment,0
224,10257.44982769106,10,3,52.17949364565148,21.026819661160136,1973,506000.0,49.33,10,0,1,1,,0
225,5466.434176111596,5,6,52.22928303600059,21.09199528419537,1989,627000.0,114.7,4,0,1,0,block,1
226,18255.824023555902,3,6,52.19575826142431,20.9869290591128,2005,4216000.0,230.94,3,0,1,0,apartment,1
227,12045.929018789144,4,3,52.19210901252912,20.98996899170117,1969,577000.0,47.9,2,0,1,1,block,0
228,18821.78584660985,7,3,52.23978674413494,21.02600658222538,2003,1524000.0,80.97,1,1,1,0,apartment,0
229,23412.5,2,3,52.197508206301286,21.01636158720876,2021,1873000.0,80.0,1,1,1,0,apartment,0
230,17478.72340425532,5,4,52.23914337579107,21.10038675439884,2002,1643000.0,94.0,2,1,1,0,,0
231,22136.22291021672,6,4,52.22388160565838,21.01812829431015,2009,2145000.0,96.9,2,0,1,0,apartment,0
232,10683.760683760684,4,2,52.27562353182492,20.959660594434546,1965,500000.0,46.8,3,0,1,1,block,1
233,11787.5,4,5,52.15627760565401,21.11131794432678,2010,1886000.0,160.0,0,0,0,0,apartment,0
234,9296.296296296296,8,3,52.333978845001496,20.948287562805177,2008,502000.0,54.0,6,1,1,0,block,1
235,12305.922944220816,6,1,52.21045955565704,20.96695081023693,1957,428000.0,34.78,6,0,0,1,block,1
236,12785.326086956522,4,3,52.16060960240837,21.07077417386733,2013,941000.0,73.6,0,0,1,0,apartment,0
237,10615.384615384615,2,3,52.242736577320606,21.116584545718062,2022,621000.0,58.5,0,1,1,0,block,0
238,9911.960572872787,10,3,52.163583071949056,20.991980491297493,2023,588274.86,59.35,0,0,0,0,apartment,0
239,10285.714285714286,3,2,52.27586928359558,20.954012323668625,1954,504000.0,49.0,2,0,1,1,tenement,0
240,12000.0,6,3,52.281200146895735,20.983920431267187,2007,1416000.0,118.0,3,1,1,1,apartment,0
241,14772.727272727272,5,3,52.260677296060265,20.96240434826825,2017,884000.0,59.84,2,0,1,1,block,1
242,11750.0,7,1,52.17696672731064,20.99672597232611,2019,423000.0,36.0,2,1,1,0,apartment,0
243,17050.0,6,2,52.2610104248679,20.99208391496279,2021,682000.0,40.0,4,0,1,0,apartment,0
244,13837.209302325582,4,2,52.27142878624066,20.97328935778607,1934,595000.0,43.0,1,0,1,0,tenement,0
245,13655.737704918032,2,3,52.20946641716539,21.069201196716456,2020,833000.0,61.0,2,1,1,0,apartment,0
246,10319.444444444443,7,3,52.28351763038335,20.92626523689029,2008,743000.0,72.0,3,1,1,1,apartment,1
247,11051.724137931034,3,3,52.188566402498594,20.910761070954827,2013,641000.0,58.0,2,1,1,0,block,0
248,13217.703349282296,8,2,52.22198429631288,20.95654837639088,2022,442000.0,33.44,7,0,1,0,apartment,0
249,7664.739884393063,4,4,52.21296982090798,20.90041624957917,2010,663000.0,86.5,3,0,1,0,apartment,1
250,14621.984602224124,4,3,52.206114984670194,21.0392397037034,2023,683724.0,46.76,4,0,0,0,tenement,0
251,14171.42857142857,5,2,52.19847682994868,21.01729742105997,2018,496000.0,35.0,1,1,1,1,apartment,1
252,13637.5,4,3,52.16539993519545,21.073934468771327,2015,1091000.0,80.0,2,0,0,0,apartment,0
253,14033.49932095971,7,2,52.22891454663336,20.977761877067703,2023,620000.0,44.18,1,1,0,0,apartment,0
